GN;Promax;Código SAP;Rede Código;CNPJ;Inplant;Rede;CDD;EG DV;Nome;UNB;PDV;Segunda;Terça;Quarta;Quinta;Sexta;Sábado;LAT;LONG
Kelson;51310;10038196;1,96E+03;2,00853E+13;Fabricia Da Silva Oliveira;Coema;MAN;937410;Super Atacado Coema;849;51310;1;1;1;1;1;1;-2,999541759;-59,99229813
Kelson;56315;10038200;1,96E+03;2,00853E+13;Fabricia Da Silva Oliveira;Coema;MAN;937541;Supermercado Coem;849;56315;1;1;1;1;1;1;-3,0329061;-59,9484973
Kelson;37750;10038193;1,96E+03;7,5529E+12;Fabricia Da Silva Oliveira;Coema;MAN;937380;Friotrans;849;37750;1;1;1;1;1;1;-3,121705;-59,9541
Kelson;52404;10038197;1,96E+03;2,00853E+13;Fabricia Da Silva Oliveira;Coema;MAN;937525;Supermercado Coema.;849;52404;1;1;1;1;1;1;-3,0803755;-60,0640203
Kelson;74838;10045270;1,96E+03;2,00853E+13;Fabricia Da Silva Oliveira;Coema;MAN;1020234;Coema Produtos Alimenticio;849;74838;1;1;1;1;1;1;-3,056944;-59,963137
Kelson;72043;10044506;1,96E+03;2,00853E+13;Fabricia Da Silva Oliveira;Coema;MAN;1012460;Coema Cd;849;72043;1;1;1;1;1;1;-3,1216508;-59,9540632
Kelson;43074;10020204;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;729752;Nova Era;849;43074;0;0;1;0;0;0;-3,1108305;-60,0499452
Kelson;42386;10019544;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;721867;Superatacado Nova Era Ltda;849;42386;1;0;0;0;0;0;-3,0388262;-59,9396452
Kelson;11315;10035379;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;910350;Superatacado Nova Era Big Silves;849;11315;0;0;0;0;1;0;-3,129848;-59,988648
Kelson;11316;10035380;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;910368;Superatacado Nova Era Big Torquato;849;11316;0;0;0;0;1;0;-2,9786924;-60,0180382
Kelson;11314;10035378;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;910341;Superatacado Nova Era Big Compensa;849;11314;0;0;1;0;0;0;-3,0978307;-60,0630629
Kelson;40551;10009937;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;700525;Superatacado Nova Era;849;40551;0;1;0;0;0;0;-3,053;-60,02603
Kelson;11317;10035381;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;910376;Superatacado Nova Era Big Torres;849;11317;0;0;0;1;0;0;-3,0628767;-59,9866433
Kelson;74556;10033965;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;895598;Nova Era Cd;849;74556;0;0;0;0;0;1;-3,0524211;-60,0264756
Kelson;99551;10024234;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;780154;Superatacado Nera;849;99551 ;0;0;0;1;0;0;-2,99575;-60,0029467
Kelson;43889;10021685;7,69E+02;4,24037E+12;Fabricia Da Silva Oliveira;Nova Era;MAN;751936;Patio Gourmet;849;43889;1;1;1;1;1;1;-3,10349;-60,02464
Kelson;40555;10033485;7,69E+02;4,24037E+12;Fabricia Da Silva Oliveira;Nova Era;MAN;890766;Patio Morada Do Sol;849;40555;1;1;1;1;1;1;-3,091655;-59,9990467
Kelson;48989;10032463;7,69E+02;4,24037E+12;Fabricia Da Silva Oliveira;Nova Era;MAN;879045;Emporium Roma;849;48989;1;1;1;1;1;1;-3,1106778;-60,0152125
Kelson;40662;10038209;1,97E+03;8,35261E+11;Fabricia Da Silva Oliveira;Rodrigues;MAN;937517;Supermercado Rodrigues.;849;40662;0;0;0;1;0;1;-3,0180767;-59,9901517
Kelson;49246;10038235;1,97E+03;8,35261E+11;Fabricia Da Silva Oliveira;Rodrigues;MAN;937738;Supermercado Rodrigues;849;49246;0;0;0;1;0;1;-3,0843287;-60,071522
Kelson;55667;10038236;1,97E+03;8,35261E+11;Fabricia Da Silva Oliveira;Rodrigues;MAN;937916;Supermercado Rodrigue;849;55667;0;0;0;1;0;1;-3,0960762;-60,0467522
Kelson;98310;10038238;1,97E+03;8,35261E+11;Fabricia Da Silva Oliveira;Rodrigues;MAN;937746;Rodrigues Vieiralves;849;98310;0;0;0;1;0;1;-3,106777;-60,018406
Kelson;24805;10038207;1,97E+03;8,35261E+11;Fabricia Da Silva Oliveira;Rodrigues;MAN;937495;Superm Rodrigues;849;24805;0;0;0;1;0;1;-3,0519067;-59,9465833
Kelson;56353;10038237;1,97E+03;8,35261E+11;Fabricia Da Silva Oliveira;Rodrigues;MAN;937924;Supermercado Rodr;849;56353;0;0;0;1;0;1;-2,98499;-60,04601
Kelson;44640;10038241;2,04E+03;3,48386E+12;Fabricia Da Silva Oliveira;Vitoria (Co);MAN;937762;Emporio Vitoria Tr4;849;44640;0;0;0;1;0;1;-3,0626042;-60,0241171
Kelson;31519;10038239;2,04E+03;7,17967E+12;Fabricia Da Silva Oliveira;Vitoria (Co);MAN;937754;Mercadinho Vitoria;849;31519;0;0;0;1;0;1;-3,06322;-59,94965
Kelson;56568;10038243;2,04E+03;7,17967E+12;Fabricia Da Silva Oliveira;Vitoria (Co);MAN;937932;Vitoria Supermercado.;849;56568;0;0;0;1;0;1;-3,0637146;-59,9430469
Kelson;56993;10038847;2,04E+03;7,17967E+12;Fabricia Da Silva Oliveira;Vitoria (Co);MAN;946311;Vitoria Centro;849;56993;0;0;0;1;0;1;-3,135104;-60,0268076
Kelson;62003;10040959;2,04E+03;7,17967E+12;Fabricia Da Silva Oliveira;Vitoria (Co);MAN;972428;Vitoria Japiin;849;62003;0;0;0;1;0;1;-3,1052482;-59,9822982
Kelson;55923;10038242;2,04E+03;7,17967E+12;Fabricia Da Silva Oliveira;Vitoria (Co);MAN;937770;Vitoria Supermercado;849;55923;0;0;0;1;0;1;-3,0822071;-59,9770117
Kelson;56311;10036924;1,29E+02;2,29919E+13;Fabricia Da Silva Oliveira;Db Atacado E Supermercado;MAN;924385;Db Central;849;56311;1;1;1;1;1;1;-3,097384;-59,937213
Kelson;82184;10047440;1,29E+02;2,29919E+13;Fabricia Da Silva Oliveira;Db Atacado E Supermercado;MAN;1042068;Db Torquato Ii;849;82184;1;1;1;1;1;1;-3,05286;-60,002865
Kelson;55519;10036040;1,29E+02;2,29919E+13;Fabricia Da Silva Oliveira;Db Atacado E Supermercado;MAN;915408;Db Ellegance;849;55519;1;1;1;1;1;1;-3,10797;-60,01394
Kelson;79744;10046786;3,95E+02;6,05722E+12;Fabricia Da Silva Oliveira;Assai Comercial E Importadora Ltda;MAN;1035541;Assai Silves;849;79744 ;1;1;1;1;1;1;-3,130129;-59,98692
Kelson;11312;10035385;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;910414;Superatacado Nova Era Big Centro;849;11312;1;0;0;0;0;0;-3,1402114;-60,0199145
Kelson;52647;10034962;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;906123;PRONTO MAIS 244;849;52647 ;0;0;0;1;0;0;-2,96969;-59,99955
Kelson;77378;10045892;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;1026542;Super Nova Era Ponta Negra;849;77378;0;1;0;0;0;0;-3,08884;-60,055061
Kelson;76874;10045794;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;1025457;Super Nova Era Alvorada;849;76874 ;0;0;1;0;0;0;-3,07182;-60,038817
Kelson;11313;10035377;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;910333;Superatacado Nova Era Cidade De Deus;849;11313;1;0;0;0;0;0;-3,022645;-59,9451617
Kelson;79743;10046787;1,31E+03;4,24037E+12;Fabricia Da Silva Oliveira;Merc Nova Era;MAN;1035550;Nova Era Max Teixeira;849;79743;0;1;0;0;0;0;-3,0341715;-59,9954122
Daniel;11;10017969;5,40E+01;7,53153E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GAM;602850;Atacadao Qnl 1 Setor L;39;11;1;1;1;1;1;1;-15,8322277;-48,0814764
Daniel;50;10013909;5,40E+01;7,53153E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GAM;612162;Atacadao Asa Norte;39;50;1;1;1;1;1;1;-15,73452;-47,90433
Daniel;30221;10007597;5,40E+01;7,53153E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GAM;491519;Atacadao Cd 08;39;30221;1;1;1;1;1;1;-15,8329771;-48,0797822
Daniel;44283;10036796;5,40E+01;7,53153E+13;Júlia Oliveira Sathler Garcia;ATACADAO S.A.;GAM;923052;Atacadao Gama;39;44283;1;1;1;1;1;1;-15,9979754;-48,0508405
Daniel;44289;10037908;5,40E+01;7,53153E+13;Júlia Oliveira Sathler Garcia;ATACADAO S.A.;GAM;934399;Atacadao Sia;39;44289;1;1;1;1;1;1;-15,7906215;-47,9465083
Daniel;44384;10040575;5,40E+01;7,53153E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GAM;968560;Atacadao Riacho 54;39;44384;1;1;1;1;1;1;-15,9021185;-48,0770202
Daniel;44440;10043873;5,40E+01;7,53153E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GAM;1003887;Atacadao Sobradinho 350;39;44440;1;1;1;1;1;1;-15,6651044;-47,8011978
Daniel;40803;10031349;5,40E+01;7,53153E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GOI;867250;Atacadao Cd Goias;453;40803;1;1;1;1;1;1;-16,83042;-49,242237
Daniel;4999;10035314;8,04E+02;9,32098E+13;Júlia Oliveira Sathler Garcia;ATACADAO S.A.;GOI;909696;Atacadao Independencia 492;453;4999;1;1;1;1;1;1;-16,664346;-49,264532
Daniel;35000;10014634;52;63960004783;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GOI;580163;Atacadao Flamboyant 47;453;35000;1;1;1;1;1;1;-16,707968;-49,232199
Daniel;89318;10045999;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GOI;1027603;Atacadao Anapolis 570;453;89318;1;1;1;1;1;1;-16,3520089;-48,9261599
Daniel;89322;10046002;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GOI;1027638;Atacadao Aparecida 586;453;89322;1;1;1;1;1;1;-16,750089;-49,303293
Daniel;89319;10045996;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GOI;1027590;Atacadao Br153 579;453;89319;1;1;1;1;1;1;-16,75067;-49,24265
Daniel;89313;10045991;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GOI;1027549;Atacadao Formosa 568;453;89313;1;1;1;1;1;1;-15,55898;-47,319094
Daniel;89315;10045993;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GOI;1027565;Atacadao Goias Norte 576;453;89315;1;1;1;1;1;1;-16,631201;-49,276625
Daniel;89321;10046001;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GOI;1027620;Atacadao Itumbiara 571;453;89321;1;1;1;1;1;1;-18,392605;-49,207569
Daniel;89316;10045994;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GOI;1027573;Atacadao Perimetral 577;453;89316;1;1;1;1;1;1;-16,645349;-49,310893
Daniel;89314;10045992;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GOI;1027557;Atacadao Rio Verde 559;453;89314;1;1;1;1;1;1;-17,805126;-50,921317
Daniel;89317;10045995;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GOI;1027581;Atacadao Romeiros 587;453;89317;1;1;1;1;1;1;-16,656618;-49,366893
Daniel;44181;10021292;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;747475;Dia Dia Sobradinho;39;44181;1;0;1;0;1;0;-15,656515;-47,78069
Daniel;44189;10022060;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;757640;Dia A Dia Ceilandia;39;44189;0;1;0;1;0;0;-15,78388;-48,12113
Daniel;44220;10024373;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;782831;Dia A Dia Taguatinga;39;44200;0;1;0;1;0;0;-15,848893;-48,0408
Daniel;44222;10026437;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;813524;Dia A Dia Sia;39;44222;1;0;1;0;1;0;-15,80201167;-47,94896667
Daniel;44247;10030262;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;855960;Dia A Dia Sto Antonio;39;44247;0;1;0;1;0;0;-15,9437774;-48,2541976
Daniel;44268;10036297;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;917788;Dia A Dia Aguas Claras;39;44268;1;0;1;0;1;0;-15,8336191;-48,0091558
Daniel;44276;10036412;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;919071;Dia A Dia Planaltina Go;39;44276;0;1;0;1;0;0;-15,4649115;-47,6022315
Daniel;44291;10038017;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;935549;Dia A Dia Ceil Centro;39;44291;0;1;0;1;0;0;-15,8195274;-48,1006125
Daniel;44351;10039009;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;948195;Dia A Dia Vp Rua 12;39;44351;0;1;0;1;0;0;-15,7949883;-48,052575
Daniel;44352;10039008;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;948209;Dia A Dia Vp Rua 4;39;44352;0;1;0;1;0;0;-15,8145919;-48,0169108
Daniel;44362;10039463;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;952508;Dia A Dia Cd.;39;44362;1;1;1;1;1;1;-16,0482765;-47,9727374
Daniel;44385;10040777;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;970590;Atacadao Dia A Dia Iii;39;44385;1;0;1;0;1;0;-15,6093102;-47,6524228
Daniel;44420;10042200;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;985287;Dia A Dia Jardim Botanico;39;44420;1;0;1;0;1;0;-15,8554911;-47,8194641
Daniel;44465;10045048;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;1017993;Dia A Dia Mestre D Armas;39;44465;0;1;0;1;0;0;-15,6119899;-47,6966975
Daniel;44484;10046604;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;1033867;Dia A Dia Samambaia;39;44484;0;1;0;1;1;0;-15,8877119;-48,082801
Daniel;44666;10032066;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;874680;Dia A Dia P Sul;39;44666;1;0;1;0;1;0;-15,8340576;-48,1137343
Daniel;44785;10033984;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;895695;Dia A Dia Gama;39;44785;0;1;0;1;0;0;-16,01644;-48,05901
Daniel;66888;10033935;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;895296;Dia A Dia Novo Gama;39;66888;0;1;0;1;0;0;-16,0510049;-48,0299296
Daniel;88979;10027991;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;829447;Dia A Dia Luziania;39;88979;1;0;1;0;1;0;-16,24658;-47,91037
Daniel;99991;10031362;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;867330;Dia A Dia Aguas Lindas;39;99991;0;1;0;1;0;0;-15,73621;-48,27173
Daniel;40804;10031363;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GOI;867314;Dia A Dia Caldas Novas;453;40804;1;0;1;0;1;0;-17,7242;-48,641813
Daniel;44385;10040778;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GOI;970603;Dia A Dia Ap. De Goiania;453;44385;1;0;1;0;1;0;-16,826811;-49,243849
Daniel;40805;10033198;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GOI;887331;Dia A Dia Novo Horizonte;453;40805;1;0;1;0;1;0;-16,7292;-49,32673
Daniel;5013;10030457;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GOI;843776;Dia A Dia Horacio;453;5013;1;0;1;0;1;0;-16,62455;-49,285352
Daniel;89324;10046021;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GOI;1027832;Dia A Dia Faicalville;453;89324;1;0;1;0;1;0;-16,74698;-49,307096
Daniel;89121;10038078;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GOI;936200;Dia A Dia Goianesia;453;89121;1;0;1;0;1;0;-15,3455252;-49,1164613
Daniel;1102;10016630;9,11E+02;7,73807E+12;Júlia Oliveira Sathler Garcia;Super Adega (Co);GAM;603821;Super Adega Sia;39;1102;1;0;1;0;0;0;-15,793515;-47,94801167
Daniel;44251;10030471;9,11E+02;7,73807E+12;Júlia Oliveira Sathler Garcia;Super Adega (Co);GAM;858200;Super Adega Tag Qnl;39;44251;1;0;1;0;0;0;-15,83414;-48,07454
Daniel;44258;10033549;9,11E+02;7,73807E+12;Júlia Oliveira Sathler Garcia;Super Adega (Co);GAM;891371;Sup Adega Jd Botanico;39;44258;1;0;1;0;0;0;-15,8883556;-47,79762
Daniel;44259;10033605;9,11E+02;1,54647E+13;Júlia Oliveira Sathler Garcia;Super Adega (Co);GAM;891916;Super Adega Ceilandia;39;44259;1;0;1;0;0;0;-15,834011;-48,072727
Daniel;44425;10042422;9,11E+02;7,73807E+12;Júlia Oliveira Sathler Garcia;Super Adega (Co);GAM;987514;Super Adega Gama;39;44425;1;0;1;0;0;0;-15,998782;-48,0511208
Daniel;44479;10046141;9,11E+02;7,73807E+12;Júlia Oliveira Sathler Garcia;Super Adega (Co);GAM;1029029;Super Adega Valparaiso;39;44479;1;0;1;0;0;0;-16,0937217;-47,9801433
Daniel;88980;10027990;9,11E+02;7,73807E+12;Júlia Oliveira Sathler Garcia;Super Adega (Co);GAM;829455;Super Adega Tag;39;88980;1;0;1;0;0;0;-15,87406;-48,03219
Daniel;64;10010714;5,40E+01;7,53153E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GAM;659614;Atacadao - Jandaia;39;64;1;1;1;1;1;1;-10,2386077;-48,31633
Daniel;44516;10046754;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GAM;1035282;Palmas Rodoviaria 671;39;44516;1;1;1;1;1;1;-10,2578;-48,3114
Daniel;44497;10047193;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;1039687;Dia A Dia Atacado Eptg;39;44497;0;1;0;1;0;0;-15,8155883;-48,0099083
Daniel;44519;10046753;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GAM;1035274;Araguaina 674;39;44519;1;1;1;1;1;1;-7,204571;-48,183604
Daniel;44518;10046771;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GAM;1035428;Gurupi 673;39;44518;1;1;1;1;1;1;-16,670296;-49,250618
Daniel;44504;10047371;1,58E+03;1,74574E+13;Júlia Oliveira Sathler Garcia;Dia A Dia Atacado;GAM;1041380;Atacadao Dia A Dia S.A;39;44504;0;1;0;1;0;0;-15,905077;-48,0734389
Daniel;44520;10046869;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GAM;1036327;277  Palmas  Plano Diretor Sul;39;44520;1;1;1;1;1;1;-10,2109876;-48,3121218
Daniel;44441;10043874;5,40E+01;7,53153E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GAM;1003941;Atacadao Areal 343;39;44441;1;1;1;1;1;1;-15,8454678;-48,0405509
Daniel;89323;10046003;5,40E+01;9,32098E+13;Júlia Oliveira Sathler Garcia;Atacadao S.A.;GAM;1027646;Atacadao Valparaiso 567;39;89323;1;1;1;1;1;1;-16,670296;-49,250618
Daniel;44204;10024863;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GAM;787981;Assai Sia;39;44204;0;1;0;1;1;0;-15,7941645;-47,9474404
Daniel;44205;10024862;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GAM;788120;Assai Ceilandia Df;39;44205;1;0;0;0;1;0;-15,8205889;-48,100428
Daniel;44212;10025401;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GAM;793558;Assai Valparaiso;39;44212;0;1;0;1;1;0;-16,07962;-47,98805
Daniel;44408;10041450;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GAM;977632;Assai Taguatinga Shopping - Lj 306;39;44408;1;0;1;0;1;0;-15,84204;-48,04217
Daniel;44410;10041612;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GAM;979252;Assai Park - Lj 296;39;44410;0;1;0;1;1;0;-15,8333463;-47,9511425
Daniel;44411;10041613;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GAM;979260;Assai Asa Norte - Lj 309;39;44411;1;0;1;0;1;0;-15,7360208;-47,900854
Daniel;44898;10034046;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GAM;896241;Assai Taguatinga;39;44898;1;0;1;0;1;0;-15,87408;-48,02593
Daniel;88992;10024946;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;788295;Assai Perimetral Lj;453;88992;0;1;0;1;1;0;-16,649495;-49,317898
Daniel;88997;10027127;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;820474;Assai Independencia;453;88997;1;0;1;0;1;0;-16,662932;-49,254622
Daniel;88991;10024945;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;788287;Assaí At Go;453;88991;0;1;0;1;1;0;-16,743703;-49,281184
Daniel;88900;10030129;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;854743;Assai Rio Verde Go;453;88900;1;0;0;0;1;0;-17,808227;-50,922572
Daniel;89122;10038110;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;936537;Assai Caldas Novas G;453;89122;1;0;1;0;1;0;-17,721725;-48,640017
Daniel;88998;10027239;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;821853;Assai T9;453;88998;0;0;1;0;1;0;-16,709685;-49,311246
Daniel;75444;10033762;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;893293;Assai Anapolis;453;20;0;1;0;1;1;0;-16,312312;-48,951757
Daniel;89247;10041467;3,95E+02;6,05722E+12;Mariana Almeida Marques;Assai Comercial E Importadora Ltda;GOI;977799;Assai Av Portugal - Lj 310;453;89247;1;0;1;0;1;0;-16,692834;-49,270659
Anna Clara;44308;10037605;1,98E+03;3,34963E+13;Mariana Almeida Marques;Mb Distribuicao;GAM;931233;Mb Distribuicao;39;44308;0;0;0;0;1;1;-15,9114598;-47,7583633
Anna Clara;44318;10037608;1,98E+03;2,97618E+13;Mariana Almeida Marques;Melhor Atacadista (Df);GAM;931454;Melhor Guara;39;44318;0;0;1;0;0;0;-15,84836;-47,96442
Anna Clara;44319;10037609;1,98E+03;2,97618E+13;Mariana Almeida Marques;Melhor Atacadista (Df);GAM;931470;Melhor Areal;39;44319;0;0;1;0;0;0;-15,8634368;-48,0242221
Anna Clara;44341;10038295;1,98E+03;2,97618E+13;Mariana Almeida Marques;Melhor Atacadista (Df);GAM;938424;Melhor Riacho Fundo;39;44341;0;0;1;0;0;0;-15,9073573;-48,0499277
Anna Clara;55987;10035781;7,57E+02;3,53701E+13;Mariana Almeida Marques;Precito;GAM;912310;Precito Atacadao Df;39;18;0;1;0;0;1;1;-15,7908541;-48,0212646
Anna Clara;89214;10039206;7,57E+02;3,53701E+13;Mariana Almeida Marques;Precito;GOI;949825;Precito Aparecida Goiania;453;89214;0;0;1;0;0;1;-16,74965;-49,25369
Anna Clara;44265;10035920;1,83E+03;2,10797E+13;Mariana Almeida Marques;Show de Comprar;GAM;913928;Show De Comprar;39;44265;0;1;0;0;0;1;-15,7914475;-48,0342068
Anna Clara;44279;10036501;1,83E+03;3,53977E+13;Mariana Almeida Marques;Show De Comprar;GAM;920010;Show Comprar Rec Das Emas;39;44279;0;1;0;0;0;1;-15,9119258;-48,051795
Anna Clara;44365;10039614;1,83E+03;1,87501E+13;Mariana Almeida Marques;Show De Comprar;GAM;954349;Show De Comprar Cd;39;44365;1;1;1;1;1;1;-15,7917118;-48,0331737
Anna Clara;90728;10035921;1,83E+03;1,72702E+13;Mariana Almeida Marques;Show de Comprar;GAM;913936;Show De Comprar Depa;39;90728;1;1;1;1;1;1;-15,81749957;-48,12521698
Wesley;55988;10033464;4,82E+02;3,08323E+12;Mariana Almeida Marques;Villefort;GOI;890260;Villefort Jatai;453;55988;1;0;0;1;0;0;-17,87406;-51,73326
Wesley;89295;10045202;4,82E+02;3,08323E+12;Mariana Almeida Marques;Villefort;GOI;1019546;Villefort Goiania;453;89295;0;1;0;1;0;0;-16,608332;-49,308111
Anna Paula;4585;10038414;1,96E+03;2,41189E+13;Renato Bocardi;Amarreto;CUI;939560;Amaretto Emporio;455;4585;0;0;0;1;0;0;-15,513475;-56,179135
Stella;9529;10024902;3,95E+02;6,05722E+12;Paulo Augusto Gama da Silva;Assai Comercial E Importadora Ltda;CUI;788171;Assai Coxipo;455;9529;1;1;1;1;1;1;-15,62934;-56,05272
Stella;16921;10038756;3,95E+02;6,05722E+12;Paulo Augusto Gama da Silva;Assai Comercial E Importadora Ltda;CUI;945129;Assai Rondonopolis 2;455;16921;1;1;1;1;1;1;-16,44822667;-54,62303
Stella;9530;10024849;3,95E+02;6,05722E+12;Paulo Augusto Gama da Silva;Assai Comercial E Importadora Ltda;CUI;788201;Assai Cristo Rei;455;9530;1;1;1;1;1;1;-15,6385048;-56,1020352
Stella;45612;10035528;3,95E+02;6,05722E+12;Paulo Augusto Gama da Silva;Assai Comercial E Importadora Ltda;CUI;911828;Assai Sinop;455;45612;1;1;1;1;1;1;-11,8544361;-55,4958324
Stella;16758;10037761;3,95E+02;6,05722E+12;Paulo Augusto Gama da Silva;Assai Comercial E Importadora Ltda;CUI;932981;Assai Jd Das Americas;455;16758;1;1;1;1;1;1;-15,60767937;-56,07778718
